iter	Accuracy	Logloss
880	0.9973521624	0.1036332838
881	0.9973521624	0.1035943683
882	0.9973521624	0.1032010087
883	0.9973521624	0.1030699213
884	0.9973521624	0.1030255068
885	0.9973521624	0.1028807116
886	0.9973521624	0.1027415567
887	0.9973521624	0.1026502823
888	0.9973521624	0.1026310366
889	0.9973521624	0.1025384436
890	0.9973521624	0.1024867552
891	0.9973521624	0.1024402829
892	0.9973521624	0.1023735099
893	0.9973521624	0.1021176912
894	0.9973521624	0.1020100889
895	0.9973521624	0.1018688904
896	0.9973521624	0.1017668916
897	0.9964695499	0.1016096516
898	0.9964695499	0.1015473559
899	0.9964695499	0.1014288188
900	0.9964695499	0.1013153622
901	0.9964695499	0.1011625625
902	0.9964695499	0.1010097953
903	0.9964695499	0.1008840006
904	0.9964695499	0.1008405532
905	0.9964695499	0.1008119072
906	0.9964695499	0.1007593514
907	0.9964695499	0.1005315818
908	0.9964695499	0.1005030869
909	0.9964695499	0.1001285479
910	0.9964695499	0.1000613804
911	0.9973521624	0.09986526706
912	0.9973521624	0.0998455975
913	0.9973521624	0.0997660373
914	0.9973521624	0.0995943136
915	0.9973521624	0.09944154741
916	0.9973521624	0.09935456227
917	0.9973521624	0.09919775881
918	0.9973521624	0.09909799519
919	0.9973521624	0.09899018821
920	0.9973521624	0.09890745913
921	0.9973521624	0.09880700483
922	0.9973521624	0.09865493934
923	0.9973521624	0.09844388861
924	0.9973521624	0.09838583032
925	0.9973521624	0.0983081044
926	0.9973521624	0.09819257765
927	0.9973521624	0.0980047823
928	0.9973521624	0.09799902225
929	0.9973521624	0.09785372961
930	0.9973521624	0.09774250383
931	0.9973521624	0.09769955357
932	0.9973521624	0.09747493389
933	0.9973521624	0.09732887765
934	0.9973521624	0.09726857846
935	0.9973521624	0.09713860911
936	0.9973521624	0.09705686461
937	0.9973521624	0.09694402952
938	0.9973521624	0.09669563503
939	0.9973521624	0.09643271617
940	0.9973521624	0.09630711483
941	0.9973521624	0.09623960618
942	0.9973521624	0.09620902721
943	0.9973521624	0.09599862959
944	0.9973521624	0.09573799319
945	0.9973521624	0.095625545
946	0.9973521624	0.09551200837
947	0.9973521624	0.09536689001
948	0.9973521624	0.09522843902
949	0.9973521624	0.0951396409
950	0.9982347749	0.09509549044
951	0.9973521624	0.09500017552
952	0.9982347749	0.09493651356
953	0.9982347749	0.09472687075
954	0.9982347749	0.09467731124
955	0.9982347749	0.09434531392
956	0.9973521624	0.09426962799
957	0.9982347749	0.09416716353
958	0.9982347749	0.09406188079
959	0.9982347749	0.09403932806
960	0.9982347749	0.09397092534
961	0.9982347749	0.09383347927
962	0.9982347749	0.09369280409
963	0.9982347749	0.09358060043
964	0.9991173875	0.09349624564
965	0.9991173875	0.09320287893
966	0.9991173875	0.09311319349
967	0.9982347749	0.09293312294
968	0.9982347749	0.09282094215
969	0.9982347749	0.09277317489
970	0.9982347749	0.09273026788
971	0.9982347749	0.09268540311
972	0.9982347749	0.09265643818
973	0.9982347749	0.09262869441
974	0.9991173875	0.09243610715
975	0.9991173875	0.09230946735
976	0.9991173875	0.09223583241
977	0.9991173875	0.09217711214
978	0.9991173875	0.09210529946
979	0.9991173875	0.09206935409
980	0.9982347749	0.09178141022
981	0.9982347749	0.09163730252
982	0.9982347749	0.09162151686
983	0.9982347749	0.09149905707
984	0.9982347749	0.09144238001
985	0.9982347749	0.09134525187
986	0.9982347749	0.0912244633
987	0.9982347749	0.09112468622
988	0.9982347749	0.09091064752
989	0.9982347749	0.09090782328
990	0.9991173875	0.09058667877
991	0.9982347749	0.0902779735
992	0.9991173875	0.09010437892
993	0.9991173875	0.0898596059
994	0.9991173875	0.08975896326
995	0.9991173875	0.08969940383
996	0.9991173875	0.08966137781
997	0.9991173875	0.08958146836
998	0.9991173875	0.0895225153
999	0.9991173875	0.08946167295
